"Month"	"Temperature"	"Year"	"nMonth"	"Date"	"Time"
"3727"	"Nov"	3.4	1815	11	"1815-11-15"	-56.295
"158"	"Jan"	2.7	1816	1	"1816-01-15"	-56.234
"515"	"Feb"	2.1	1816	2	"1816-02-15"	-56.203
"1229"	"Apr"	6.6	1816	4	"1816-04-15"	-56.143
"1943"	"Jun"	12.8	1816	6	"1816-06-15"	-56.082
"2300"	"Jul"	13.4	1816	7	"1816-07-15"	-56.052
"2657"	"Aug"	13.9	1816	8	"1816-08-15"	-56.021
"3014"	"Sep"	11.8	1816	9	"1816-09-15"	-55.99
"3728"	"Nov"	3.9	1816	11	"1816-11-15"	-55.929
"159"	"Jan"	4.5	1817	1	"1817-01-15"	-55.868
"516"	"Feb"	6.4	1817	2	"1817-02-15"	-55.837
"1230"	"Apr"	7.6	1817	4	"1817-04-15"	-55.778
"1944"	"Jun"	15.1	1817	6	"1817-06-15"	-55.717
"2301"	"Jul"	14.1	1817	7	"1817-07-15"	-55.687
"2658"	"Aug"	13.6	1817	8	"1817-08-15"	-55.656
"3015"	"Sep"	13.2	1817	9	"1817-09-15"	-55.625
"3729"	"Nov"	9.1	1817	11	"1817-11-15"	-55.564
"160"	"Jan"	4.4	1818	1	"1818-01-15"	-55.503
"517"	"Feb"	2.7	1818	2	"1818-02-15"	-55.472
"1231"	"Apr"	6.9	1818	4	"1818-04-15"	-55.413
"1945"	"Jun"	16.4	1818	6	"1818-06-15"	-55.352
"2302"	"Jul"	18.2	1818	7	"1818-07-15"	-55.322
"2659"	"Aug"	15.3	1818	8	"1818-08-15"	-55.291
"3016"	"Sep"	13.3	1818	9	"1818-09-15"	-55.26
"3730"	"Nov"	9.5	1818	11	"1818-11-15"	-55.199
"161"	"Jan"	4.4	1819	1	"1819-01-15"	-55.138
"518"	"Feb"	4.3	1819	2	"1819-02-15"	-55.107
"1232"	"Apr"	8.6	1819	4	"1819-04-15"	-55.048
"1946"	"Jun"	13.4	1819	6	"1819-06-15"	-54.987
"2303"	"Jul"	16.4	1819	7	"1819-07-15"	-54.957
"2660"	"Aug"	17.4	1819	8	"1819-08-15"	-54.926
"3017"	"Sep"	13.4	1819	9	"1819-09-15"	-54.895
"3731"	"Nov"	4.1	1819	11	"1819-11-15"	-54.834
"162"	"Jan"	-0.3	1820	1	"1820-01-15"	-54.773
"519"	"Feb"	3.2	1820	2	"1820-02-15"	-54.742
"1233"	"Apr"	8.9	1820	4	"1820-04-15"	-54.682
"1947"	"Jun"	13.6	1820	6	"1820-06-15"	-54.621
"2304"	"Jul"	15.7	1820	7	"1820-07-15"	-54.591
"2661"	"Aug"	14.7	1820	8	"1820-08-15"	-54.56
"3018"	"Sep"	12.3	1820	9	"1820-09-15"	-54.529
"3732"	"Nov"	5.6	1820	11	"1820-11-15"	-54.468
"163"	"Jan"	3.6	1821	1	"1821-01-15"	-54.407
"520"	"Feb"	2.1	1821	2	"1821-02-15"	-54.376
"1234"	"Apr"	9.5	1821	4	"1821-04-15"	-54.317
"1948"	"Jun"	12.3	1821	6	"1821-06-15"	-54.256
"2305"	"Jul"	14.8	1821	7	"1821-07-15"	-54.226
"2662"	"Aug"	16.4	1821	8	"1821-08-15"	-54.195
"3019"	"Sep"	14.9	1821	9	"1821-09-15"	-54.164
"3733"	"Nov"	8.6	1821	11	"1821-11-15"	-54.103
"164"	"Jan"	4.7	1822	1	"1822-01-15"	-54.042
"521"	"Feb"	6.3	1822	2	"1822-02-15"	-54.011
"1235"	"Apr"	8.3	1822	4	"1822-04-15"	-53.952
"1949"	"Jun"	17.1	1822	6	"1822-06-15"	-53.891
"2306"	"Jul"	15.6	1822	7	"1822-07-15"	-53.861
"2663"	"Aug"	15.2	1822	8	"1822-08-15"	-53.83
"3020"	"Sep"	12.4	1822	9	"1822-09-15"	-53.799
"3734"	"Nov"	8.2	1822	11	"1822-11-15"	-53.738
"165"	"Jan"	-0.1	1823	1	"1823-01-15"	-53.677
"522"	"Feb"	3.1	1823	2	"1823-02-15"	-53.646
"1236"	"Apr"	6.7	1823	4	"1823-04-15"	-53.587
"1950"	"Jun"	12.3	1823	6	"1823-06-15"	-53.526
"2307"	"Jul"	14.1	1823	7	"1823-07-15"	-53.496
"2664"	"Aug"	14.4	1823	8	"1823-08-15"	-53.465
"3021"	"Sep"	12.5	1823	9	"1823-09-15"	-53.434
"3735"	"Nov"	7.1	1823	11	"1823-11-15"	-53.373
"166"	"Jan"	4.3	1824	1	"1824-01-15"	-53.312
"523"	"Feb"	4.7	1824	2	"1824-02-15"	-53.281
"1237"	"Apr"	7.4	1824	4	"1824-04-15"	-53.221
"1951"	"Jun"	13.4	1824	6	"1824-06-15"	-53.16
"2308"	"Jul"	16	1824	7	"1824-07-15"	-53.13
"2665"	"Aug"	15.1	1824	8	"1824-08-15"	-53.099
"3022"	"Sep"	13.7	1824	9	"1824-09-15"	-53.068
"3736"	"Nov"	7.2	1824	11	"1824-11-15"	-53.007
"167"	"Jan"	3.8	1825	1	"1825-01-15"	-52.946
"524"	"Feb"	3.9	1825	2	"1825-02-15"	-52.915
"1238"	"Apr"	9.1	1825	4	"1825-04-15"	-52.856
"1952"	"Jun"	14.1	1825	6	"1825-06-15"	-52.795
"2309"	"Jul"	17.2	1825	7	"1825-07-15"	-52.765
"2666"	"Aug"	16.3	1825	8	"1825-08-15"	-52.734
"3023"	"Sep"	15.1	1825	9	"1825-09-15"	-52.703
"3737"	"Nov"	5.2	1825	11	"1825-11-15"	-52.642
"168"	"Jan"	0.4	1826	1	"1826-01-15"	-52.581
"525"	"Feb"	6.4	1826	2	"1826-02-15"	-52.55
"1239"	"Apr"	8.8	1826	4	"1826-04-15"	-52.491
"1953"	"Jun"	17.3	1826	6	"1826-06-15"	-52.43
"2310"	"Jul"	17.9	1826	7	"1826-07-15"	-52.4
"2667"	"Aug"	17.6	1826	8	"1826-08-15"	-52.369
"3024"	"Sep"	13.6	1826	9	"1826-09-15"	-52.338
"3738"	"Nov"	4.4	1826	11	"1826-11-15"	-52.277
"169"	"Jan"	1.7	1827	1	"1827-01-15"	-52.216
"526"	"Feb"	0.7	1827	2	"1827-02-15"	-52.185
"1240"	"Apr"	8.9	1827	4	"1827-04-15"	-52.126
"1954"	"Jun"	14.2	1827	6	"1827-06-15"	-52.065
"2311"	"Jul"	16.5	1827	7	"1827-07-15"	-52.035
"2668"	"Aug"	14.8	1827	8	"1827-08-15"	-52.004
"3025"	"Sep"	13.7	1827	9	"1827-09-15"	-51.973
"3739"	"Nov"	6.9	1827	11	"1827-11-15"	-51.912
"170"	"Jan"	5.1	1828	1	"1828-01-15"	-51.851
"527"	"Feb"	5.2	1828	2	"1828-02-15"	-51.82
"1241"	"Apr"	8.3	1828	4	"1828-04-15"	-51.76
"1955"	"Jun"	15.4	1828	6	"1828-06-15"	-51.699
"2312"	"Jul"	16	1828	7	"1828-07-15"	-51.669
"2669"	"Aug"	15.3	1828	8	"1828-08-15"	-51.638
"3026"	"Sep"	14.3	1828	9	"1828-09-15"	-51.607
"3740"	"Nov"	7.4	1828	11	"1828-11-15"	-51.546
"171"	"Jan"	0.3	1829	1	"1829-01-15"	-51.485
"528"	"Feb"	4.3	1829	2	"1829-02-15"	-51.454
"1242"	"Apr"	6.7	1829	4	"1829-04-15"	-51.395
"1956"	"Jun"	14.9	1829	6	"1829-06-15"	-51.334
"2313"	"Jul"	15.1	1829	7	"1829-07-15"	-51.304
"2670"	"Aug"	14.3	1829	8	"1829-08-15"	-51.273
"3027"	"Sep"	11.3	1829	9	"1829-09-15"	-51.242
"3741"	"Nov"	4.5	1829	11	"1829-11-15"	-51.181
"172"	"Jan"	-0.2	1830	1	"1830-01-15"	-51.12
"529"	"Feb"	2.2	1830	2	"1830-02-15"	-51.089
"1243"	"Apr"	8.9	1830	4	"1830-04-15"	-51.03
"1957"	"Jun"	12.7	1830	6	"1830-06-15"	-50.969
"2314"	"Jul"	16.2	1830	7	"1830-07-15"	-50.939
"2671"	"Aug"	13.7	1830	8	"1830-08-15"	-50.908
"3028"	"Sep"	11.9	1830	9	"1830-09-15"	-50.877
"3742"	"Nov"	6.9	1830	11	"1830-11-15"	-50.816
"173"	"Jan"	1.6	1831	1	"1831-01-15"	-50.755
"530"	"Feb"	4.8	1831	2	"1831-02-15"	-50.724
"1244"	"Apr"	9.2	1831	4	"1831-04-15"	-50.665
"1958"	"Jun"	15.4	1831	6	"1831-06-15"	-50.604
"2315"	"Jul"	16.7	1831	7	"1831-07-15"	-50.574
"2672"	"Aug"	16.9	1831	8	"1831-08-15"	-50.543
"3029"	"Sep"	13.7	1831	9	"1831-09-15"	-50.512
"3743"	"Nov"	5.6	1831	11	"1831-11-15"	-50.451
"174"	"Jan"	3.1	1832	1	"1832-01-15"	-50.39
"531"	"Feb"	3.4	1832	2	"1832-02-15"	-50.359
"1245"	"Apr"	8.6	1832	4	"1832-04-15"	-50.299
"1959"	"Jun"	15.2	1832	6	"1832-06-15"	-50.238
"2316"	"Jul"	15.9	1832	7	"1832-07-15"	-50.208
"2673"	"Aug"	15.4	1832	8	"1832-08-15"	-50.177
"3030"	"Sep"	13.6	1832	9	"1832-09-15"	-50.146
"3744"	"Nov"	5.9	1832	11	"1832-11-15"	-50.085
"175"	"Jan"	1.2	1833	1	"1833-01-15"	-50.024
"532"	"Feb"	5.6	1833	2	"1833-02-15"	-49.993
"1246"	"Apr"	7.7	1833	4	"1833-04-15"	-49.934
"1960"	"Jun"	14.6	1833	6	"1833-06-15"	-49.873
"2317"	"Jul"	15.8	1833	7	"1833-07-15"	-49.843
"2674"	"Aug"	14.3	1833	8	"1833-08-15"	-49.812
"3031"	"Sep"	12.1	1833	9	"1833-09-15"	-49.781
"3745"	"Nov"	6.6	1833	11	"1833-11-15"	-49.72
"176"	"Jan"	7.1	1834	1	"1834-01-15"	-49.659
"533"	"Feb"	5.6	1834	2	"1834-02-15"	-49.628
"1247"	"Apr"	7.7	1834	4	"1834-04-15"	-49.569
"1961"	"Jun"	15.4	1834	6	"1834-06-15"	-49.508
"2318"	"Jul"	16.9	1834	7	"1834-07-15"	-49.478
"2675"	"Aug"	16.2	1834	8	"1834-08-15"	-49.447
"3032"	"Sep"	13.8	1834	9	"1834-09-15"	-49.416
"3746"	"Nov"	6.7	1834	11	"1834-11-15"	-49.355
"177"	"Jan"	2.9	1835	1	"1835-01-15"	-49.294
"534"	"Feb"	5.7	1835	2	"1835-02-15"	-49.263
"1248"	"Apr"	8.6	1835	4	"1835-04-15"	-49.204
"1962"	"Jun"	15	1835	6	"1835-06-15"	-49.143
"2319"	"Jul"	16.4	1835	7	"1835-07-15"	-49.113
"2676"	"Aug"	16.9	1835	8	"1835-08-15"	-49.082
"3033"	"Sep"	13.4	1835	9	"1835-09-15"	-49.051
"3747"	"Nov"	6.6	1835	11	"1835-11-15"	-48.99
"178"	"Jan"	3.7	1836	1	"1836-01-15"	-48.929
"535"	"Feb"	3.5	1836	2	"1836-02-15"	-48.898
"1249"	"Apr"	7.2	1836	4	"1836-04-15"	-48.838
"1963"	"Jun"	15.3	1836	6	"1836-06-15"	-48.777
"2320"	"Jul"	15.4	1836	7	"1836-07-15"	-48.747
"2677"	"Aug"	14.6	1836	8	"1836-08-15"	-48.716
"3034"	"Sep"	11.7	1836	9	"1836-09-15"	-48.685
"3748"	"Nov"	5.3	1836	11	"1836-11-15"	-48.624
"179"	"Jan"	2.7	1837	1	"1837-01-15"	-48.563
"536"	"Feb"	4.7	1837	2	"1837-02-15"	-48.532
"1250"	"Apr"	4.7	1837	4	"1837-04-15"	-48.473
"1964"	"Jun"	15.5	1837	6	"1837-06-15"	-48.412
"2321"	"Jul"	16.9	1837	7	"1837-07-15"	-48.382
"2678"	"Aug"	15.7	1837	8	"1837-08-15"	-48.351
"3035"	"Sep"	12.5	1837	9	"1837-09-15"	-48.32
"3749"	"Nov"	5.2	1837	11	"1837-11-15"	-48.259
"180"	"Jan"	-1.5	1838	1	"1838-01-15"	-48.198
"537"	"Feb"	0.4	1838	2	"1838-02-15"	-48.167
"1251"	"Apr"	6.1	1838	4	"1838-04-15"	-48.108
"1965"	"Jun"	14.4	1838	6	"1838-06-15"	-48.047
"2322"	"Jul"	15.6	1838	7	"1838-07-15"	-48.017
"2679"	"Aug"	15.1	1838	8	"1838-08-15"	-47.986
"3036"	"Sep"	12.7	1838	9	"1838-09-15"	-47.955
"3750"	"Nov"	4.6	1838	11	"1838-11-15"	-47.894
"181"	"Jan"	2.8	1839	1	"1839-01-15"	-47.833
"538"	"Feb"	4.1	1839	2	"1839-02-15"	-47.802
"1252"	"Apr"	6.4	1839	4	"1839-04-15"	-47.743
"1966"	"Jun"	14.3	1839	6	"1839-06-15"	-47.682
"2323"	"Jul"	14.9	1839	7	"1839-07-15"	-47.652
"2680"	"Aug"	14.6	1839	8	"1839-08-15"	-47.621
"3037"	"Sep"	12.4	1839	9	"1839-09-15"	-47.59
"3751"	"Nov"	7.3	1839	11	"1839-11-15"	-47.529
"182"	"Jan"	4.1	1840	1	"1840-01-15"	-47.468
"539"	"Feb"	3.6	1840	2	"1840-02-15"	-47.437
"1253"	"Apr"	9.7	1840	4	"1840-04-15"	-47.377
"1967"	"Jun"	14.1	1840	6	"1840-06-15"	-47.316
"2324"	"Jul"	13.8	1840	7	"1840-07-15"	-47.286
"2681"	"Aug"	15.9	1840	8	"1840-08-15"	-47.255
"3038"	"Sep"	11.1	1840	9	"1840-09-15"	-47.224
"3752"	"Nov"	5.8	1840	11	"1840-11-15"	-47.163
"183"	"Jan"	1.1	1841	1	"1841-01-15"	-47.102
"540"	"Feb"	2.4	1841	2	"1841-02-15"	-47.071
"1254"	"Apr"	7.8	1841	4	"1841-04-15"	-47.012
"1968"	"Jun"	12.9	1841	6	"1841-06-15"	-46.951
"2325"	"Jul"	13.8	1841	7	"1841-07-15"	-46.921
"2682"	"Aug"	14.6	1841	8	"1841-08-15"	-46.89
"3039"	"Sep"	13.4	1841	9	"1841-09-15"	-46.859
"3753"	"Nov"	5.2	1841	11	"1841-11-15"	-46.798
"184"	"Jan"	0.6	1842	1	"1842-01-15"	-46.737
"541"	"Feb"	4.2	1842	2	"1842-02-15"	-46.706
"1255"	"Apr"	7.8	1842	4	"1842-04-15"	-46.647
"1969"	"Jun"	15.6	1842	6	"1842-06-15"	-46.586
"2326"	"Jul"	14.5	1842	7	"1842-07-15"	-46.556
"2683"	"Aug"	17.1	1842	8	"1842-08-15"	-46.525
"3040"	"Sep"	13.2	1842	9	"1842-09-15"	-46.494
"3754"	"Nov"	5.5	1842	11	"1842-11-15"	-46.433
"185"	"Jan"	4	1843	1	"1843-01-15"	-46.372
"542"	"Feb"	1.9	1843	2	"1843-02-15"	-46.341
"1256"	"Apr"	8.5	1843	4	"1843-04-15"	-46.282
"1970"	"Jun"	12.8	1843	6	"1843-06-15"	-46.221
"2327"	"Jul"	14.8	1843	7	"1843-07-15"	-46.191
"2684"	"Aug"	15.3	1843	8	"1843-08-15"	-46.16
"3041"	"Sep"	14.4	1843	9	"1843-09-15"	-46.129
"3755"	"Nov"	5.7	1843	11	"1843-11-15"	-46.068
"186"	"Jan"	3.8	1844	1	"1844-01-15"	-46.007
"543"	"Feb"	1.6	1844	2	"1844-02-15"	-45.976
"1257"	"Apr"	9.8	1844	4	"1844-04-15"	-45.916
"1971"	"Jun"	14.7	1844	6	"1844-06-15"	-45.855
"2328"	"Jul"	15.4	1844	7	"1844-07-15"	-45.825
"2685"	"Aug"	13.5	1844	8	"1844-08-15"	-45.794
"3042"	"Sep"	13.3	1844	9	"1844-09-15"	-45.763
"3756"	"Nov"	5.9	1844	11	"1844-11-15"	-45.702
"187"	"Jan"	3.2	1845	1	"1845-01-15"	-45.641
"544"	"Feb"	0.9	1845	2	"1845-02-15"	-45.61
"1258"	"Apr"	8.6	1845	4	"1845-04-15"	-45.551
"1972"	"Jun"	14.9	1845	6	"1845-06-15"	-45.49
"2329"	"Jul"	14.3	1845	7	"1845-07-15"	-45.46
"2686"	"Aug"	13.5	1845	8	"1845-08-15"	-45.429
"3043"	"Sep"	11.4	1845	9	"1845-09-15"	-45.398
"3757"	"Nov"	6.7	1845	11	"1845-11-15"	-45.337
"188"	"Jan"	6.3	1846	1	"1846-01-15"	-45.276
"545"	"Feb"	6.4	1846	2	"1846-02-15"	-45.245
"1259"	"Apr"	7.8	1846	4	"1846-04-15"	-45.186
"1973"	"Jun"	18.2	1846	6	"1846-06-15"	-45.125
"2330"	"Jul"	16.5	1846	7	"1846-07-15"	-45.095
"2687"	"Aug"	16.6	1846	8	"1846-08-15"	-45.064
"3044"	"Sep"	14.7	1846	9	"1846-09-15"	-45.033
"3758"	"Nov"	6.9	1846	11	"1846-11-15"	-44.972
"189"	"Jan"	2.2	1847	1	"1847-01-15"	-44.911
"546"	"Feb"	2.4	1847	2	"1847-02-15"	-44.88
"1260"	"Apr"	6.6	1847	4	"1847-04-15"	-44.821
"1974"	"Jun"	13.9	1847	6	"1847-06-15"	-44.76
"2331"	"Jul"	17.5	1847	7	"1847-07-15"	-44.73
"2688"	"Aug"	15.2	1847	8	"1847-08-15"	-44.699
"3045"	"Sep"	11.5	1847	9	"1847-09-15"	-44.668
"3759"	"Nov"	7.9	1847	11	"1847-11-15"	-44.607
"190"	"Jan"	1.3	1848	1	"1848-01-15"	-44.546
"547"	"Feb"	6.1	1848	2	"1848-02-15"	-44.515
"1261"	"Apr"	8.2	1848	4	"1848-04-15"	-44.455
"1975"	"Jun"	14.5	1848	6	"1848-06-15"	-44.394
"2332"	"Jul"	15.6	1848	7	"1848-07-15"	-44.364
"2689"	"Aug"	13.6	1848	8	"1848-08-15"	-44.333
"3046"	"Sep"	12.8	1848	9	"1848-09-15"	-44.302
"3760"	"Nov"	5.8	1848	11	"1848-11-15"	-44.241
"191"	"Jan"	3.9	1849	1	"1849-01-15"	-44.18
"548"	"Feb"	5.7	1849	2	"1849-02-15"	-44.149
"1262"	"Apr"	6.4	1849	4	"1849-04-15"	-44.09
"1976"	"Jun"	13.9	1849	6	"1849-06-15"	-44.029
"2333"	"Jul"	15.4	1849	7	"1849-07-15"	-43.999
"2690"	"Aug"	15.6	1849	8	"1849-08-15"	-43.968
"3047"	"Sep"	13.3	1849	9	"1849-09-15"	-43.937
"3761"	"Nov"	6.6	1849	11	"1849-11-15"	-43.876
"192"	"Jan"	0.7	1850	1	"1850-01-15"	-43.815
"549"	"Feb"	6.4	1850	2	"1850-02-15"	-43.784
"1263"	"Apr"	9	1850	4	"1850-04-15"	-43.725
"1977"	"Jun"	15.4	1850	6	"1850-06-15"	-43.664
"2334"	"Jul"	16.2	1850	7	"1850-07-15"	-43.634
"2691"	"Aug"	14.5	1850	8	"1850-08-15"	-43.603
"3048"	"Sep"	12.3	1850	9	"1850-09-15"	-43.572
"3762"	"Nov"	7.4	1850	11	"1850-11-15"	-43.511
"193"	"Jan"	5.6	1851	1	"1851-01-15"	-43.45
"550"	"Feb"	4.7	1851	2	"1851-02-15"	-43.419
"1264"	"Apr"	7.4	1851	4	"1851-04-15"	-43.36
"1978"	"Jun"	14.3	1851	6	"1851-06-15"	-43.299
"2335"	"Jul"	14.6	1851	7	"1851-07-15"	-43.269
"2692"	"Aug"	15.5	1851	8	"1851-08-15"	-43.238
"3049"	"Sep"	12.7	1851	9	"1851-09-15"	-43.207
"3763"	"Nov"	3.1	1851	11	"1851-11-15"	-43.146
"194"	"Jan"	4.9	1852	1	"1852-01-15"	-43.085
"551"	"Feb"	4.7	1852	2	"1852-02-15"	-43.054
"1265"	"Apr"	8.2	1852	4	"1852-04-15"	-42.994
"1979"	"Jun"	13.2	1852	6	"1852-06-15"	-42.933
"2336"	"Jul"	18.7	1852	7	"1852-07-15"	-42.903
"2693"	"Aug"	15.8	1852	8	"1852-08-15"	-42.872
"3050"	"Sep"	12.9	1852	9	"1852-09-15"	-42.841
"3764"	"Nov"	7.9	1852	11	"1852-11-15"	-42.78
"195"	"Jan"	5.1	1853	1	"1853-01-15"	-42.719
"552"	"Feb"	0.6	1853	2	"1853-02-15"	-42.688
"1266"	"Apr"	7.6	1853	4	"1853-04-15"	-42.629
"1980"	"Jun"	14.3	1853	6	"1853-06-15"	-42.568
"2337"	"Jul"	14.9	1853	7	"1853-07-15"	-42.538
"2694"	"Aug"	14.7	1853	8	"1853-08-15"	-42.507
"3051"	"Sep"	12.3	1853	9	"1853-09-15"	-42.476
"3765"	"Nov"	5.2	1853	11	"1853-11-15"	-42.415
"196"	"Jan"	3.6	1854	1	"1854-01-15"	-42.354
"553"	"Feb"	4.3	1854	2	"1854-02-15"	-42.323
"1267"	"Apr"	9.2	1854	4	"1854-04-15"	-42.264
"1981"	"Jun"	13.2	1854	6	"1854-06-15"	-42.203
"2338"	"Jul"	15.4	1854	7	"1854-07-15"	-42.173
"2695"	"Aug"	15.2	1854	8	"1854-08-15"	-42.142
"3052"	"Sep"	14.4	1854	9	"1854-09-15"	-42.111
"3766"	"Nov"	4.9	1854	11	"1854-11-15"	-42.05
"197"	"Jan"	2.4	1855	1	"1855-01-15"	-41.989
"554"	"Feb"	-1.7	1855	2	"1855-02-15"	-41.958
"1268"	"Apr"	7.1	1855	4	"1855-04-15"	-41.899
"1982"	"Jun"	13.3	1855	6	"1855-06-15"	-41.838
"2339"	"Jul"	16.8	1855	7	"1855-07-15"	-41.808
"2696"	"Aug"	15.7	1855	8	"1855-08-15"	-41.777
"3053"	"Sep"	13.2	1855	9	"1855-09-15"	-41.746
"3767"	"Nov"	5.3	1855	11	"1855-11-15"	-41.685
"198"	"Jan"	3.7	1856	1	"1856-01-15"	-41.624
"555"	"Feb"	5.3	1856	2	"1856-02-15"	-41.593
"1269"	"Apr"	8.1	1856	4	"1856-04-15"	-41.533
"1983"	"Jun"	13.5	1856	6	"1856-06-15"	-41.472
"2340"	"Jul"	15.3	1856	7	"1856-07-15"	-41.442
"2697"	"Aug"	16.9	1856	8	"1856-08-15"	-41.411
"3054"	"Sep"	12.5	1856	9	"1856-09-15"	-41.38
"3768"	"Nov"	4.8	1856	11	"1856-11-15"	-41.319
"199"	"Jan"	2.6	1857	1	"1857-01-15"	-41.258
"556"	"Feb"	4.3	1857	2	"1857-02-15"	-41.227
"1270"	"Apr"	7.5	1857	4	"1857-04-15"	-41.168
"1984"	"Jun"	15.8	1857	6	"1857-06-15"	-41.107
"2341"	"Jul"	16.4	1857	7	"1857-07-15"	-41.077
"2698"	"Aug"	17.4	1857	8	"1857-08-15"	-41.046
"3055"	"Sep"	14.5	1857	9	"1857-09-15"	-41.015
"3769"	"Nov"	7.2	1857	11	"1857-11-15"	-40.954
"200"	"Jan"	3.4	1858	1	"1858-01-15"	-40.893
"557"	"Feb"	1.8	1858	2	"1858-02-15"	-40.862
"1271"	"Apr"	7.7	1858	4	"1858-04-15"	-40.803
"1985"	"Jun"	16.8	1858	6	"1858-06-15"	-40.742
"2342"	"Jul"	14.8	1858	7	"1858-07-15"	-40.712
"2699"	"Aug"	15.8	1858	8	"1858-08-15"	-40.681
"3056"	"Sep"	14.7	1858	9	"1858-09-15"	-40.65
"3770"	"Nov"	4.3	1858	11	"1858-11-15"	-40.589
"201"	"Jan"	4.9	1859	1	"1859-01-15"	-40.528
"558"	"Feb"	5.7	1859	2	"1859-02-15"	-40.497
"1272"	"Apr"	7.5	1859	4	"1859-04-15"	-40.438
"1986"	"Jun"	14.8	1859	6	"1859-06-15"	-40.377
"2343"	"Jul"	18.3	1859	7	"1859-07-15"	-40.347
"2700"	"Aug"	16.2	1859	8	"1859-08-15"	-40.316
"3057"	"Sep"	12.9	1859	9	"1859-09-15"	-40.285
"3771"	"Nov"	4.8	1859	11	"1859-11-15"	-40.224
"202"	"Jan"	3.5	1860	1	"1860-01-15"	-40.163
"559"	"Feb"	1.7	1860	2	"1860-02-15"	-40.132
"1273"	"Apr"	5.9	1860	4	"1860-04-15"	-40.072
"1987"	"Jun"	12.3	1860	6	"1860-06-15"	-40.011
"2344"	"Jul"	14.5	1860	7	"1860-07-15"	-39.981
"2701"	"Aug"	13.6	1860	8	"1860-08-15"	-39.95
"3058"	"Sep"	11.2	1860	9	"1860-09-15"	-39.919
"3772"	"Nov"	4.5	1860	11	"1860-11-15"	-39.858
"203"	"Jan"	1.7	1861	1	"1861-01-15"	-39.797
"560"	"Feb"	4.9	1861	2	"1861-02-15"	-39.766
"1274"	"Apr"	7.5	1861	4	"1861-04-15"	-39.707
"1988"	"Jun"	14.8	1861	6	"1861-06-15"	-39.646
"2345"	"Jul"	15	1861	7	"1861-07-15"	-39.616
"2702"	"Aug"	15.9	1861	8	"1861-08-15"	-39.585
"3059"	"Sep"	13.1	1861	9	"1861-09-15"	-39.554
"3773"	"Nov"	4.2	1861	11	"1861-11-15"	-39.493
"204"	"Jan"	3.9	1862	1	"1862-01-15"	-39.432
"561"	"Feb"	5.1	1862	2	"1862-02-15"	-39.401
"1275"	"Apr"	8.8	1862	4	"1862-04-15"	-39.342
"1989"	"Jun"	12.7	1862	6	"1862-06-15"	-39.281
"2346"	"Jul"	14.2	1862	7	"1862-07-15"	-39.251
"2703"	"Aug"	14.6	1862	8	"1862-08-15"	-39.22
"3060"	"Sep"	13	1862	9	"1862-09-15"	-39.189
"3774"	"Nov"	3.2	1862	11	"1862-11-15"	-39.128
"205"	"Jan"	4.9	1863	1	"1863-01-15"	-39.067
"562"	"Feb"	5.8	1863	2	"1863-02-15"	-39.036
"1276"	"Apr"	8.8	1863	4	"1863-04-15"	-38.977
"1990"	"Jun"	13.6	1863	6	"1863-06-15"	-38.916
"2347"	"Jul"	15.2	1863	7	"1863-07-15"	-38.886
"2704"	"Aug"	15.5	1863	8	"1863-08-15"	-38.855
"3061"	"Sep"	11.6	1863	9	"1863-09-15"	-38.824
"3775"	"Nov"	7.3	1863	11	"1863-11-15"	-38.763
"206"	"Jan"	2.4	1864	1	"1864-01-15"	-38.702
"563"	"Feb"	2.3	1864	2	"1864-02-15"	-38.671
"1277"	"Apr"	8.8	1864	4	"1864-04-15"	-38.611
"1991"	"Jun"	13.6	1864	6	"1864-06-15"	-38.55
"2348"	"Jul"	15.5	1864	7	"1864-07-15"	-38.52
"2705"	"Aug"	14.2	1864	8	"1864-08-15"	-38.489
"3062"	"Sep"	13.3	1864	9	"1864-09-15"	-38.458
"3776"	"Nov"	5.5	1864	11	"1864-11-15"	-38.397
"207"	"Jan"	2.1	1865	1	"1865-01-15"	-38.336
"564"	"Feb"	2.3	1865	2	"1865-02-15"	-38.305
"1278"	"Apr"	10.6	1865	4	"1865-04-15"	-38.246
"1992"	"Jun"	15.6	1865	6	"1865-06-15"	-38.185
"2349"	"Jul"	16.6	1865	7	"1865-07-15"	-38.155
"2706"	"Aug"	15.1	1865	8	"1865-08-15"	-38.124
"3063"	"Sep"	16.3	1865	9	"1865-09-15"	-38.093
"3777"	"Nov"	6.7	1865	11	"1865-11-15"	-38.032
"208"	"Jan"	5.8	1866	1	"1866-01-15"	-37.971
"565"	"Feb"	4.4	1866	2	"1866-02-15"	-37.94
"1279"	"Apr"	8.6	1866	4	"1866-04-15"	-37.881
"1993"	"Jun"	15.5	1866	6	"1866-06-15"	-37.82
"2350"	"Jul"	15.5	1866	7	"1866-07-15"	-37.79
"2707"	"Aug"	14.7	1866	8	"1866-08-15"	-37.759
"3064"	"Sep"	12.8	1866	9	"1866-09-15"	-37.728
"3778"	"Nov"	6.9	1866	11	"1866-11-15"	-37.667
"209"	"Jan"	1.2	1867	1	"1867-01-15"	-37.606
"566"	"Feb"	6.9	1867	2	"1867-02-15"	-37.575
"1280"	"Apr"	9.3	1867	4	"1867-04-15"	-37.516
"1994"	"Jun"	14.1	1867	6	"1867-06-15"	-37.455
"2351"	"Jul"	14.9	1867	7	"1867-07-15"	-37.425
