"Month"	"Temperature"	"Year"	"nMonth"	"Date"	"Time"
"809"	"Mar"	6	1753	3	NA	NA
"810"	"Mar"	3.4	1754	3	NA	NA
"811"	"Mar"	3.9	1755	3	NA	NA
"812"	"Mar"	6	1756	3	NA	NA
"813"	"Mar"	4.9	1757	3	NA	NA
"814"	"Mar"	5.2	1758	3	NA	NA
"815"	"Mar"	6.1	1759	3	NA	NA
"816"	"Mar"	6.6	1760	3	NA	NA
"817"	"Mar"	6.8	1761	3	NA	NA
"818"	"Mar"	3.7	1762	3	NA	NA
"819"	"Mar"	5.4	1763	3	NA	NA
"820"	"Mar"	3.9	1764	3	NA	NA
"821"	"Mar"	5	1765	3	NA	NA
"822"	"Mar"	4.2	1766	3	NA	NA
"823"	"Mar"	4.7	1767	3	NA	NA
"824"	"Mar"	4.7	1768	3	NA	NA
"825"	"Mar"	5	1769	3	NA	NA
"826"	"Mar"	2.5	1770	3	NA	NA
"827"	"Mar"	3.1	1771	3	NA	NA
"828"	"Mar"	4.4	1772	3	NA	NA
"829"	"Mar"	6.5	1773	3	NA	NA
"830"	"Mar"	6.4	1774	3	NA	NA
"831"	"Mar"	6	1775	3	NA	NA
"832"	"Mar"	6.4	1776	3	NA	NA
"833"	"Mar"	6.8	1777	3	NA	NA
"834"	"Mar"	4.6	1778	3	NA	NA
"835"	"Mar"	7.9	1779	3	NA	NA
"836"	"Mar"	7.9	1780	3	NA	NA
"837"	"Mar"	6.6	1781	3	NA	NA
"838"	"Mar"	4.1	1782	3	NA	NA
"839"	"Mar"	3.3	1783	3	NA	NA
"840"	"Mar"	2.7	1784	3	NA	NA
"841"	"Mar"	1.2	1785	3	NA	NA
"842"	"Mar"	2.1	1786	3	NA	NA
"843"	"Mar"	6.8	1787	3	NA	NA
"844"	"Mar"	3.6	1788	3	NA	NA
"845"	"Mar"	2.1	1789	3	NA	NA
"846"	"Mar"	6.4	1790	3	NA	NA
"847"	"Mar"	6.5	1791	3	NA	NA
"848"	"Mar"	5.9	1792	3	NA	NA
"849"	"Mar"	4.2	1793	3	NA	NA
"850"	"Mar"	7	1794	3	NA	NA
"851"	"Mar"	3.9	1795	3	NA	NA
"852"	"Mar"	4.2	1796	3	NA	NA
"853"	"Mar"	4.3	1797	3	NA	NA
"854"	"Mar"	5.1	1798	3	NA	NA
"855"	"Mar"	3.4	1799	3	NA	NA
"856"	"Mar"	4	1800	3	NA	NA
"857"	"Mar"	6.7	1801	3	NA	NA
"858"	"Mar"	5.6	1802	3	NA	NA
"859"	"Mar"	6.3	1803	3	NA	NA
"860"	"Mar"	4.7	1804	3	NA	NA
"861"	"Mar"	6.2	1805	3	NA	NA
"862"	"Mar"	5.1	1806	3	NA	NA
"863"	"Mar"	2.9	1807	3	NA	NA
"864"	"Mar"	3.2	1808	3	NA	NA
"865"	"Mar"	6	1809	3	NA	NA
"866"	"Mar"	4.9	1810	3	NA	NA
"867"	"Mar"	7.1	1811	3	NA	NA
"868"	"Mar"	3.5	1812	3	NA	NA
"869"	"Mar"	6.8	1813	3	NA	NA
"870"	"Mar"	2.9	1814	3	NA	NA
"871"	"Mar"	7.3	1815	3	NA	NA
"872"	"Mar"	3.9	1816	3	NA	NA
"873"	"Mar"	5.5	1817	3	NA	NA
"874"	"Mar"	4.5	1818	3	NA	NA
"875"	"Mar"	6.8	1819	3	NA	NA
"876"	"Mar"	4.7	1820	3	NA	NA
"877"	"Mar"	5.7	1821	3	NA	NA
"878"	"Mar"	7.8	1822	3	NA	NA
"879"	"Mar"	5	1823	3	NA	NA
"880"	"Mar"	4.6	1824	3	NA	NA
"881"	"Mar"	5	1825	3	NA	NA
"882"	"Mar"	6.3	1826	3	NA	NA
"883"	"Mar"	5.9	1827	3	NA	NA
"884"	"Mar"	6.6	1828	3	NA	NA
"885"	"Mar"	4.3	1829	3	NA	NA
"886"	"Mar"	7.7	1830	3	NA	NA
"887"	"Mar"	7.2	1831	3	NA	NA
"888"	"Mar"	5.8	1832	3	NA	NA
"889"	"Mar"	3.9	1833	3	NA	NA
"890"	"Mar"	7.1	1834	3	NA	NA
"891"	"Mar"	5.8	1835	3	NA	NA
"892"	"Mar"	5.8	1836	3	NA	NA
"893"	"Mar"	2.3	1837	3	NA	NA
"894"	"Mar"	4.9	1838	3	NA	NA
"895"	"Mar"	4.2	1839	3	NA	NA
"896"	"Mar"	3.8	1840	3	NA	NA
"897"	"Mar"	7.5	1841	3	NA	NA
"898"	"Mar"	6.4	1842	3	NA	NA
"899"	"Mar"	5.6	1843	3	NA	NA
"900"	"Mar"	4.7	1844	3	NA	NA
"901"	"Mar"	2	1845	3	NA	NA
"902"	"Mar"	6.1	1846	3	NA	NA
"903"	"Mar"	5.6	1847	3	NA	NA
"904"	"Mar"	5.9	1848	3	NA	NA
"905"	"Mar"	6.1	1849	3	NA	NA
"906"	"Mar"	4.7	1850	3	NA	NA
"907"	"Mar"	5.8	1851	3	NA	NA
"908"	"Mar"	5.2	1852	3	NA	NA
"909"	"Mar"	3.4	1853	3	NA	NA
"910"	"Mar"	6.7	1854	3	NA	NA
"911"	"Mar"	3.3	1855	3	NA	NA
"912"	"Mar"	4.4	1856	3	NA	NA
"913"	"Mar"	5.3	1857	3	NA	NA
"914"	"Mar"	4.9	1858	3	NA	NA
"915"	"Mar"	7.3	1859	3	NA	NA
"916"	"Mar"	4.7	1860	3	NA	NA
"917"	"Mar"	6.3	1861	3	NA	NA
"918"	"Mar"	5.5	1862	3	NA	NA
"919"	"Mar"	6.5	1863	3	NA	NA
"920"	"Mar"	4.7	1864	3	NA	NA
"921"	"Mar"	2.9	1865	3	NA	NA
"922"	"Mar"	4.8	1866	3	NA	NA
"923"	"Mar"	3.1	1867	3	NA	NA
"924"	"Mar"	6.8	1868	3	NA	NA
"925"	"Mar"	3.8	1869	3	NA	NA
"926"	"Mar"	4.7	1870	3	NA	NA
"927"	"Mar"	7.3	1871	3	NA	NA
"928"	"Mar"	6.8	1872	3	NA	NA
"929"	"Mar"	5.4	1873	3	NA	NA
"930"	"Mar"	6.7	1874	3	NA	NA
"931"	"Mar"	5.1	1875	3	NA	NA
"932"	"Mar"	4.5	1876	3	NA	NA
"933"	"Mar"	4.9	1877	3	NA	NA
"934"	"Mar"	5.4	1878	3	NA	NA
"935"	"Mar"	4.7	1879	3	NA	NA
"936"	"Mar"	6.2	1880	3	NA	NA
"937"	"Mar"	5.3	1881	3	NA	NA
"938"	"Mar"	7.4	1882	3	NA	NA
"939"	"Mar"	1.9	1883	3	NA	NA
"940"	"Mar"	6.5	1884	3	NA	NA
"941"	"Mar"	4.5	1885	3	NA	NA
"942"	"Mar"	4.2	1886	3	NA	NA
"943"	"Mar"	3.3	1887	3	NA	NA
"944"	"Mar"	3.1	1888	3	NA	NA
"945"	"Mar"	4.7	1889	3	NA	NA
"946"	"Mar"	6.2	1890	3	NA	NA
"947"	"Mar"	3.8	1891	3	NA	NA
"948"	"Mar"	2.7	1892	3	NA	NA
"949"	"Mar"	7.2	1893	3	NA	NA
"950"	"Mar"	6.7	1894	3	NA	NA
"951"	"Mar"	5.1	1895	3	NA	NA
"952"	"Mar"	6.7	1896	3	NA	NA
"953"	"Mar"	6.5	1897	3	NA	NA
"954"	"Mar"	4.3	1898	3	NA	NA
"955"	"Mar"	5.1	1899	3	NA	NA
"956"	"Mar"	3.7	1900	3	NA	NA
"957"	"Mar"	4.1	1901	3	NA	NA
"958"	"Mar"	6.7	1902	3	NA	NA
"959"	"Mar"	7.1	1903	3	NA	NA
"960"	"Mar"	4.3	1904	3	NA	NA
"961"	"Mar"	6.8	1905	3	NA	NA
"962"	"Mar"	5.1	1906	3	NA	NA
"963"	"Mar"	6.3	1907	3	NA	NA
"964"	"Mar"	4.3	1908	3	NA	NA
"965"	"Mar"	3.7	1909	3	NA	NA
"966"	"Mar"	6.1	1910	3	NA	NA
"967"	"Mar"	5.2	1911	3	NA	NA
"968"	"Mar"	7.2	1912	3	NA	NA
"969"	"Mar"	6.2	1913	3	NA	NA
"970"	"Mar"	6.1	1914	3	NA	NA
"971"	"Mar"	5.2	1915	3	NA	NA
"972"	"Mar"	3.3	1916	3	NA	NA
"973"	"Mar"	3.2	1917	3	NA	NA
"974"	"Mar"	5.7	1918	3	NA	NA
"975"	"Mar"	3.6	1919	3	NA	NA
"976"	"Mar"	7.2	1920	3	NA	NA
"977"	"Mar"	7.4	1921	3	NA	NA
"978"	"Mar"	4.6	1922	3	NA	NA
"979"	"Mar"	6.5	1923	3	NA	NA
"980"	"Mar"	4.1	1924	3	NA	NA
"981"	"Mar"	4.9	1925	3	NA	NA
"982"	"Mar"	6.3	1926	3	NA	NA
"983"	"Mar"	7.3	1927	3	NA	NA
"984"	"Mar"	6.3	1928	3	NA	NA
"985"	"Mar"	6.2	1929	3	NA	NA
"986"	"Mar"	5.3	1930	3	NA	NA
"987"	"Mar"	4.2	1931	3	NA	NA
"988"	"Mar"	4.7	1932	3	NA	NA
"989"	"Mar"	7.3	1933	3	NA	NA
"990"	"Mar"	4.8	1934	3	NA	NA
"991"	"Mar"	6.6	1935	3	NA	NA
"992"	"Mar"	7.1	1936	3	NA	NA
"993"	"Mar"	3.6	1937	3	NA	NA
"994"	"Mar"	9.1	1938	3	NA	NA
"995"	"Mar"	5.8	1939	3	NA	NA
"996"	"Mar"	6	1940	3	NA	NA
"997"	"Mar"	5.1	1941	3	NA	NA
"998"	"Mar"	5.2	1942	3	NA	NA
"999"	"Mar"	6.5	1943	3	NA	NA
"1000"	"Mar"	5.2	1944	3	NA	NA
"1001"	"Mar"	7.9	1945	3	NA	NA
"1002"	"Mar"	5.1	1946	3	NA	NA
"1003"	"Mar"	3.6	1947	3	NA	NA
"1004"	"Mar"	8.3	1948	3	NA	NA
"1005"	"Mar"	5.1	1949	3	NA	NA
"1006"	"Mar"	7.4	1950	3	NA	NA
"1007"	"Mar"	4.1	1951	3	NA	NA
"1008"	"Mar"	6.6	1952	3	NA	NA
"1009"	"Mar"	5.6	1953	3	NA	NA
"1010"	"Mar"	5.8	1954	3	NA	NA
"1011"	"Mar"	3.2	1955	3	NA	NA
"1012"	"Mar"	6.2	1956	3	NA	NA
"1013"	"Mar"	9.2	1957	3	NA	NA
"1014"	"Mar"	3.7	1958	3	NA	NA
"1015"	"Mar"	7.3	1959	3	NA	NA
"1016"	"Mar"	6.4	1960	3	NA	NA
"1017"	"Mar"	8.2	1961	3	NA	NA
"1018"	"Mar"	2.8	1962	3	NA	NA
"1019"	"Mar"	6	1963	3	NA	NA
"1020"	"Mar"	4.3	1964	3	NA	NA
"1021"	"Mar"	5.2	1965	3	NA	NA
"1022"	"Mar"	6.5	1966	3	NA	NA
"1023"	"Mar"	7	1967	3	NA	NA
"1024"	"Mar"	6.3	1968	3	NA	NA
"1025"	"Mar"	3.3	1969	3	NA	NA
"1026"	"Mar"	3.7	1970	3	NA	NA
"1027"	"Mar"	4.9	1971	3	NA	NA
"1028"	"Mar"	6.5	1972	3	NA	NA
"1029"	"Mar"	6.2	1973	3	NA	NA
"1030"	"Mar"	5.8	1974	3	NA	NA
"1031"	"Mar"	4.8	1975	3	NA	NA
"1032"	"Mar"	4.8	1976	3	NA	NA
"1033"	"Mar"	6.9	1977	3	NA	NA
"1034"	"Mar"	6.7	1978	3	NA	NA
"1035"	"Mar"	4.7	1979	3	NA	NA
"1036"	"Mar"	4.7	1980	3	NA	NA
"1037"	"Mar"	7.9	1981	3	NA	NA
"1038"	"Mar"	6.1	1982	3	NA	NA
"1039"	"Mar"	6.4	1983	3	NA	NA
"1040"	"Mar"	4.7	1984	3	NA	NA
"1041"	"Mar"	4.7	1985	3	NA	NA
"1042"	"Mar"	4.9	1986	3	NA	NA
"1043"	"Mar"	4.1	1987	3	NA	NA
"1044"	"Mar"	6.4	1988	3	NA	NA
"1045"	"Mar"	7.5	1989	3	NA	NA
"1046"	"Mar"	8.3	1990	3	NA	NA
"1047"	"Mar"	7.9	1991	3	NA	NA
"1048"	"Mar"	7.5	1992	3	NA	NA
"1049"	"Mar"	6.7	1993	3	NA	NA
"1050"	"Mar"	7.7	1994	3	NA	NA
"1051"	"Mar"	5.6	1995	3	NA	NA
"1052"	"Mar"	4.5	1996	3	NA	NA
"1053"	"Mar"	8.4	1997	3	NA	NA
"1054"	"Mar"	7.9	1998	3	NA	NA
"1055"	"Mar"	7.4	1999	3	NA	NA
"1056"	"Mar"	7.6	2000	3	NA	NA
"1057"	"Mar"	5.2	2001	3	NA	NA
"1058"	"Mar"	7.6	2002	3	NA	NA
"1059"	"Mar"	7.5	2003	3	NA	NA
"1060"	"Mar"	6.5	2004	3	NA	NA
"1061"	"Mar"	7.2	2005	3	NA	NA
"1062"	"Mar"	4.9	2006	3	NA	NA
"1063"	"Mar"	7.2	2007	3	NA	NA
"1064"	"Mar"	6.1	2008	3	NA	NA
"1065"	"Mar"	7	2009	3	NA	NA
"1066"	"Mar"	6.1	2010	3	NA	NA
"1067"	"Mar"	6.7	2011	3	NA	NA
"1068"	"Mar"	8.3	2012	3	NA	NA
"1069"	"Mar"	2.7	2013	3	NA	NA
"1070"	"Mar"	7.6	2014	3	NA	NA
"1071"	"Mar"	6.4	2015	3	NA	NA
"1429"	"May"	11	1659	5	NA	NA
"1430"	"May"	11	1660	5	NA	NA
"1431"	"May"	11	1661	5	NA	NA
"1432"	"May"	11	1662	5	NA	NA
"1433"	"May"	10	1663	5	NA	NA
"1434"	"May"	11	1664	5	NA	NA
"1435"	"May"	10	1665	5	NA	NA
"1436"	"May"	11	1666	5	NA	NA
"1437"	"May"	10	1667	5	NA	NA
"1438"	"May"	10	1668	5	NA	NA
"1439"	"May"	11	1669	5	NA	NA
"1440"	"May"	11	1670	5	NA	NA
"1441"	"May"	11.5	1671	5	NA	NA
"1442"	"May"	12	1672	5	NA	NA
"1443"	"May"	11	1673	5	NA	NA
"1444"	"May"	11	1674	5	NA	NA
"1445"	"May"	10.5	1675	5	NA	NA
"1446"	"May"	10.5	1676	5	NA	NA
"1447"	"May"	10	1677	5	NA	NA
"1448"	"May"	11	1678	5	NA	NA
"1449"	"May"	12	1679	5	NA	NA
"1450"	"May"	10.5	1680	5	NA	NA
"1451"	"May"	10.5	1681	5	NA	NA
"1452"	"May"	11.5	1682	5	NA	NA
"1453"	"May"	11.5	1683	5	NA	NA
"1454"	"May"	13	1684	5	NA	NA
"1455"	"May"	12.5	1685	5	NA	NA
"1456"	"May"	12.5	1686	5	NA	NA
"1457"	"May"	11	1687	5	NA	NA
"1458"	"May"	10.5	1688	5	NA	NA
"1459"	"May"	11	1689	5	NA	NA
"1460"	"May"	9.5	1690	5	NA	NA
"1461"	"May"	10	1691	5	NA	NA
"1462"	"May"	9	1692	5	NA	NA
"1463"	"May"	9	1693	5	NA	NA
"1464"	"May"	9	1694	5	NA	NA
"1465"	"May"	9	1695	5	NA	NA
"1466"	"May"	10.5	1696	5	NA	NA
"1467"	"May"	11.5	1697	5	NA	NA
"1468"	"May"	8.5	1698	5	NA	NA
"1469"	"May"	10	1699	5	NA	NA
"1470"	"May"	12	1700	5	NA	NA
"1471"	"May"	10.9	1701	5	NA	NA
"1472"	"May"	10.6	1702	5	NA	NA
"1473"	"May"	11.9	1703	5	NA	NA
"1474"	"May"	11.5	1704	5	NA	NA
"1475"	"May"	11.2	1705	5	NA	NA
"1476"	"May"	12.2	1706	5	NA	NA
"1477"	"May"	11	1707	5	NA	NA
"1478"	"May"	10.5	1708	5	NA	NA
"1479"	"May"	12	1709	5	NA	NA
"1480"	"May"	11.5	1710	5	NA	NA
"1481"	"May"	11	1711	5	NA	NA
"1482"	"May"	11	1712	5	NA	NA
"1483"	"May"	10.5	1713	5	NA	NA
"1484"	"May"	10	1714	5	NA	NA
"1485"	"May"	11	1715	5	NA	NA
"1486"	"May"	10.5	1716	5	NA	NA
"1487"	"May"	11	1717	5	NA	NA
"1488"	"May"	11	1718	5	NA	NA
"1489"	"May"	11.5	1719	5	NA	NA
"1490"	"May"	11	1720	5	NA	NA
"1491"	"May"	9.5	1721	5	NA	NA
"1492"	"May"	10.5	1722	5	NA	NA
"1493"	"May"	11.7	1723	5	NA	NA
"1494"	"May"	11.4	1724	5	NA	NA
"1495"	"May"	10.8	1725	5	NA	NA
"1496"	"May"	13.4	1726	5	NA	NA
"1497"	"May"	13.6	1727	5	NA	NA
"1498"	"May"	12.5	1728	5	NA	NA
"1499"	"May"	10.3	1729	5	NA	NA
"1500"	"May"	12.4	1730	5	NA	NA
"1501"	"May"	12.1	1731	5	NA	NA
"1502"	"May"	11.4	1732	5	NA	NA
"1503"	"May"	11.2	1733	5	NA	NA
"1504"	"May"	11.1	1734	5	NA	NA
"1505"	"May"	10.9	1735	5	NA	NA
"1506"	"May"	10.6	1736	5	NA	NA
"1507"	"May"	12.5	1737	5	NA	NA
"1508"	"May"	11.4	1738	5	NA	NA
"1509"	"May"	11.6	1739	5	NA	NA
"1510"	"May"	8.6	1740	5	NA	NA
"1511"	"May"	9.3	1741	5	NA	NA
"1512"	"May"	10.6	1742	5	NA	NA
"1513"	"May"	13.3	1743	5	NA	NA
"1514"	"May"	10.8	1744	5	NA	NA
"1515"	"May"	11.4	1745	5	NA	NA
"1516"	"May"	12.8	1746	5	NA	NA
"1517"	"May"	12.2	1747	5	NA	NA
"1518"	"May"	10.4	1748	5	NA	NA
"1519"	"May"	12.3	1749	5	NA	NA
"1520"	"May"	10.7	1750	5	NA	NA
"1521"	"May"	9.3	1751	5	NA	NA
"1522"	"May"	10.3	1752	5	NA	NA
"1523"	"May"	12.1	1753	5	NA	NA
"1524"	"May"	12.2	1754	5	NA	NA
"1525"	"May"	9.4	1755	5	NA	NA
"1526"	"May"	9.1	1756	5	NA	NA
"1527"	"May"	10.7	1757	5	NA	NA
"1528"	"May"	13.8	1758	5	NA	NA
"1529"	"May"	12.1	1759	5	NA	NA
"1530"	"May"	11.7	1760	5	NA	NA
"1531"	"May"	11.9	1761	5	NA	NA
"1532"	"May"	12.9	1762	5	NA	NA
"1533"	"May"	10.2	1763	5	NA	NA
"1534"	"May"	12.2	1764	5	NA	NA
"1535"	"May"	11.4	1765	5	NA	NA
"1536"	"May"	9.7	1766	5	NA	NA
"1537"	"May"	10	1767	5	NA	NA
"1538"	"May"	12.2	1768	5	NA	NA
"1539"	"May"	11.3	1769	5	NA	NA
"1540"	"May"	10	1770	5	NA	NA
"1541"	"May"	12.2	1771	5	NA	NA
"1542"	"May"	10.1	1772	5	NA	NA
"1543"	"May"	10.3	1773	5	NA	NA
"1544"	"May"	10.9	1774	5	NA	NA
"1545"	"May"	12.6	1775	5	NA	NA
"1546"	"May"	10.8	1776	5	NA	NA
"1547"	"May"	11.7	1777	5	NA	NA
"1548"	"May"	10.6	1778	5	NA	NA
"1549"	"May"	11.9	1779	5	NA	NA
"1550"	"May"	12.8	1780	5	NA	NA
"1551"	"May"	12.1	1781	5	NA	NA
"1552"	"May"	9	1782	5	NA	NA
"1553"	"May"	10.4	1783	5	NA	NA
"1554"	"May"	13.5	1784	5	NA	NA
"1555"	"May"	12.3	1785	5	NA	NA
"1556"	"May"	11.2	1786	5	NA	NA
"1557"	"May"	11.5	1787	5	NA	NA
"1558"	"May"	13.8	1788	5	NA	NA
"1559"	"May"	12.5	1789	5	NA	NA
"1560"	"May"	11.9	1790	5	NA	NA
"1561"	"May"	10.6	1791	5	NA	NA
"1562"	"May"	10.2	1792	5	NA	NA
"1563"	"May"	10.9	1793	5	NA	NA
"1564"	"May"	11.3	1794	5	NA	NA
"1565"	"May"	10.9	1795	5	NA	NA
"1566"	"May"	10.3	1796	5	NA	NA
"1567"	"May"	11.3	1797	5	NA	NA
"1568"	"May"	12.9	1798	5	NA	NA
"1569"	"May"	9.6	1799	5	NA	NA
"1570"	"May"	12.3	1800	5	NA	NA
"1571"	"May"	12.1	1801	5	NA	NA
"1572"	"May"	10.6	1802	5	NA	NA
"1573"	"May"	10.5	1803	5	NA	NA
"1574"	"May"	13.3	1804	5	NA	NA
"1575"	"May"	10.2	1805	5	NA	NA
"1576"	"May"	12.1	1806	5	NA	NA
"1577"	"May"	11.8	1807	5	NA	NA
"1578"	"May"	13.7	1808	5	NA	NA
"1579"	"May"	13.1	1809	5	NA	NA
"1580"	"May"	9.2	1810	5	NA	NA
"1581"	"May"	12.8	1811	5	NA	NA
"1582"	"May"	10.9	1812	5	NA	NA
"1583"	"May"	11.6	1813	5	NA	NA
"1584"	"May"	9.2	1814	5	NA	NA
"1585"	"May"	12.6	1815	5	NA	NA
"1586"	"May"	9.9	1816	5	NA	NA
"1587"	"May"	8.7	1817	5	NA	NA
"1588"	"May"	11.3	1818	5	NA	NA
"1589"	"May"	11.5	1819	5	NA	NA
"1590"	"May"	11.4	1820	5	NA	NA
"1591"	"May"	9.4	1821	5	NA	NA
"1592"	"May"	12.7	1822	5	NA	NA
"1593"	"May"	12.2	1823	5	NA	NA
"1594"	"May"	10.7	1824	5	NA	NA
"1595"	"May"	11.6	1825	5	NA	NA
"1596"	"May"	11.2	1826	5	NA	NA
"1597"	"May"	11.9	1827	5	NA	NA
"1598"	"May"	12.4	1828	5	NA	NA
"1599"	"May"	12.5	1829	5	NA	NA
"1600"	"May"	12	1830	5	NA	NA
"1601"	"May"	11.5	1831	5	NA	NA
"1602"	"May"	10.9	1832	5	NA	NA
"1603"	"May"	15.1	1833	5	NA	NA
"1604"	"May"	13	1834	5	NA	NA
"1605"	"May"	11.3	1835	5	NA	NA
"1606"	"May"	11.1	1836	5	NA	NA
"1607"	"May"	9.9	1837	5	NA	NA
"1608"	"May"	10.5	1838	5	NA	NA
"1609"	"May"	10.2	1839	5	NA	NA
"1610"	"May"	11.4	1840	5	NA	NA
"1611"	"May"	12.7	1841	5	NA	NA
"1612"	"May"	11.4	1842	5	NA	NA
"1613"	"May"	10.4	1843	5	NA	NA
"1614"	"May"	10.8	1844	5	NA	NA
"1615"	"May"	9.5	1845	5	NA	NA
"1616"	"May"	12.3	1846	5	NA	NA
"1617"	"May"	12.3	1847	5	NA	NA
"1618"	"May"	13.9	1848	5	NA	NA
"1619"	"May"	12.1	1849	5	NA	NA
"1620"	"May"	10.1	1850	5	NA	NA
"1621"	"May"	10.4	1851	5	NA	NA
"1622"	"May"	10.6	1852	5	NA	NA
"1623"	"May"	10.9	1853	5	NA	NA
"1624"	"May"	10.3	1854	5	NA	NA
"1625"	"May"	8.8	1855	5	NA	NA
"1626"	"May"	9.4	1856	5	NA	NA
"1627"	"May"	11.3	1857	5	NA	NA
"1628"	"May"	10.8	1858	5	NA	NA
"1629"	"May"	11.7	1859	5	NA	NA
"1630"	"May"	11.5	1860	5	NA	NA
"1631"	"May"	10.4	1861	5	NA	NA
"1632"	"May"	12.3	1862	5	NA	NA
"1633"	"May"	10.6	1863	5	NA	NA
"1634"	"May"	12.4	1864	5	NA	NA
"1635"	"May"	12.6	1865	5	NA	NA
"1636"	"May"	10	1866	5	NA	NA
"1637"	"May"	11.4	1867	5	NA	NA
"1638"	"May"	13.5	1868	5	NA	NA
"1639"	"May"	9.6	1869	5	NA	NA
"1640"	"May"	11.7	1870	5	NA	NA
"1641"	"May"	11.3	1871	5	NA	NA
"1642"	"May"	9.7	1872	5	NA	NA
"1643"	"May"	9.9	1873	5	NA	NA
"1644"	"May"	10	1874	5	NA	NA
"1645"	"May"	12.3	1875	5	NA	NA
"1646"	"May"	9.6	1876	5	NA	NA
"1647"	"May"	9.1	1877	5	NA	NA
"1648"	"May"	11.8	1878	5	NA	NA
"1649"	"May"	8.9	1879	5	NA	NA
"1650"	"May"	10.4	1880	5	NA	NA
"1651"	"May"	11.8	1881	5	NA	NA
"1652"	"May"	11.5	1882	5	NA	NA
"1653"	"May"	10.6	1883	5	NA	NA
"1654"	"May"	11.3	1884	5	NA	NA
"1655"	"May"	8.9	1885	5	NA	NA
"1656"	"May"	10.3	1886	5	NA	NA
"1657"	"May"	9.4	1887	5	NA	NA
"1658"	"May"	10.7	1888	5	NA	NA
"1659"	"May"	12.9	1889	5	NA	NA
"1660"	"May"	11.7	1890	5	NA	NA
"1661"	"May"	9.5	1891	5	NA	NA
"1662"	"May"	11.6	1892	5	NA	NA
"1663"	"May"	13.1	1893	5	NA	NA
"1664"	"May"	9.2	1894	5	NA	NA
"1665"	"May"	12.4	1895	5	NA	NA
"1666"	"May"	11.9	1896	5	NA	NA
"1667"	"May"	10	1897	5	NA	NA
"1668"	"May"	10.2	1898	5	NA	NA
"1669"	"May"	9.9	1899	5	NA	NA
"1670"	"May"	10.3	1900	5	NA	NA
"1671"	"May"	11.5	1901	5	NA	NA
"1672"	"May"	8.9	1902	5	NA	NA
"1673"	"May"	11.1	1903	5	NA	NA
"1674"	"May"	10.9	1904	5	NA	NA
"1675"	"May"	10.8	1905	5	NA	NA
"1676"	"May"	10.5	1906	5	NA	NA
"1677"	"May"	10.5	1907	5	NA	NA
"1678"	"May"	12.4	1908	5	NA	NA
"1679"	"May"	11	1909	5	NA	NA
"1680"	"May"	11.2	1910	5	NA	NA
"1681"	"May"	12.9	1911	5	NA	NA
"1682"	"May"	12.1	1912	5	NA	NA
"1683"	"May"	11.4	1913	5	NA	NA
"1684"	"May"	10.8	1914	5	NA	NA
"1685"	"May"	10.8	1915	5	NA	NA
"1686"	"May"	11.6	1916	5	NA	NA
"1687"	"May"	12.8	1917	5	NA	NA
"1688"	"May"	13	1918	5	NA	NA
"1689"	"May"	13.5	1919	5	NA	NA
"1690"	"May"	11.8	1920	5	NA	NA
"1691"	"May"	11.5	1921	5	NA	NA
"1692"	"May"	12.7	1922	5	NA	NA
"1693"	"May"	9.2	1923	5	NA	NA
"1694"	"May"	11.6	1924	5	NA	NA
"1695"	"May"	11.6	1925	5	NA	NA
"1696"	"May"	10.2	1926	5	NA	NA
"1697"	"May"	11.2	1927	5	NA	NA
"1698"	"May"	10.9	1928	5	NA	NA
"1699"	"May"	11.3	1929	5	NA	NA
"1700"	"May"	10.7	1930	5	NA	NA
"1701"	"May"	11.4	1931	5	NA	NA
"1702"	"May"	10.5	1932	5	NA	NA
"1703"	"May"	12.2	1933	5	NA	NA
"1704"	"May"	11.3	1934	5	NA	NA
"1705"	"May"	9.9	1935	5	NA	NA
"1706"	"May"	11.5	1936	5	NA	NA
"1707"	"May"	12.2	1937	5	NA	NA
"1708"	"May"	10.7	1938	5	NA	NA
"1709"	"May"	11.4	1939	5	NA	NA
"1710"	"May"	12.5	1940	5	NA	NA
"1711"	"May"	9.4	1941	5	NA	NA
"1712"	"May"	11.1	1942	5	NA	NA
"1713"	"May"	11.8	1943	5	NA	NA
"1714"	"May"	11.4	1944	5	NA	NA
"1715"	"May"	12.2	1945	5	NA	NA
"1716"	"May"	10.7	1946	5	NA	NA
"1717"	"May"	13.5	1947	5	NA	NA
"1718"	"May"	11.4	1948	5	NA	NA
"1719"	"May"	11.2	1949	5	NA	NA
"1720"	"May"	11.3	1950	5	NA	NA
"1721"	"May"	10.1	1951	5	NA	NA
"1722"	"May"	13.4	1952	5	NA	NA
"1723"	"May"	12.6	1953	5	NA	NA
"1724"	"May"	11.2	1954	5	NA	NA
"1725"	"May"	9.7	1955	5	NA	NA
"1726"	"May"	11.7	1956	5	NA	NA
"1727"	"May"	10.3	1957	5	NA	NA
"1728"	"May"	11.1	1958	5	NA	NA
"1729"	"May"	12.8	1959	5	NA	NA
"1730"	"May"	12.8	1960	5	NA	NA
"1731"	"May"	11	1961	5	NA	NA
"1732"	"May"	10.3	1962	5	NA	NA
"1733"	"May"	10.6	1963	5	NA	NA
"1734"	"May"	13.3	1964	5	NA	NA
"1735"	"May"	11.7	1965	5	NA	NA
"1736"	"May"	11	1966	5	NA	NA
"1737"	"May"	10.4	1967	5	NA	NA
"1738"	"May"	9.8	1968	5	NA	NA
